 Reac Temp = 120.40  Stripper Lev =  50.00  Stripper Underflow =  16.43
 Reac Temp = 120.40  Stripper Lev =  50.00  Stripper Underflow =  16.33
 Reac Temp = 120.40  Stripper Lev =  49.11  Stripper Underflow =  14.45
 Reac Temp = 120.38  Stripper Lev =  51.17  Stripper Underflow =  18.47
 Reac Temp = 120.38  Stripper Lev =  49.88  Stripper Underflow =  15.79
 Reac Temp = 120.38  Stripper Lev =  51.17  Stripper Underflow =  18.29
 Reac Temp = 120.41  Stripper Lev =  50.98  Stripper Underflow =  17.82
 Reac Temp = 120.43  Stripper Lev =  50.25  Stripper Underflow =  16.25
 Reac Temp = 120.40  Stripper Lev =  50.91  Stripper Underflow =  17.47
 Reac Temp = 120.40  Stripper Lev =  49.89  Stripper Underflow =  15.34
 Reac Temp = 120.42  Stripper Lev =  51.14  Stripper Underflow =  17.74
 Reac Temp = 120.42  Stripper Lev =  51.59  Stripper Underflow =  18.55
 Reac Temp = 120.41  Stripper Lev =  51.17  Stripper Underflow =  17.63
 Reac Temp = 120.40  Stripper Lev =  49.83  Stripper Underflow =  14.85
 Reac Temp = 120.42  Stripper Lev =  49.50  Stripper Underflow =  14.08
 Reac Temp = 120.42  Stripper Lev =  49.12  Stripper Underflow =  13.21
 Reac Temp = 120.41  Stripper Lev =  51.62  Stripper Underflow =  18.13
 Reac Temp = 120.44  Stripper Lev =  51.95  Stripper Underflow =  18.71
 Reac Temp = 120.42  Stripper Lev =  52.05  Stripper Underflow =  18.80
 Reac Temp = 120.42  Stripper Lev =  51.84  Stripper Underflow =  18.29
 Reac Temp = 120.44  Stripper Lev =  50.26  Stripper Underflow =  15.04
 Reac Temp = 120.43  Stripper Lev =  51.25  Stripper Underflow =  16.94
 Reac Temp = 120.44  Stripper Lev =  52.75  Stripper Underflow =  19.86
 Reac Temp = 120.44  Stripper Lev =  52.71  Stripper Underflow =  19.68
 Reac Temp = 120.45  Stripper Lev =  51.04  Stripper Underflow =  16.26
 Reac Temp = 120.45  Stripper Lev =  52.70  Stripper Underflow =  19.49
 Reac Temp = 120.45  Stripper Lev =  51.62  Stripper Underflow =  17.23
 Reac Temp = 120.45  Stripper Lev =  51.73  Stripper Underflow =  17.37
 Reac Temp = 120.46  Stripper Lev =  51.98  Stripper Underflow =  17.78
 Reac Temp = 120.46  Stripper Lev =  51.30  Stripper Underflow =  16.33
 Reac Temp = 120.48  Stripper Lev =  52.63  Stripper Underflow =  18.91
 Reac Temp = 120.48  Stripper Lev =  52.91  Stripper Underflow =  19.38
 Reac Temp = 120.49  Stripper Lev =  52.07  Stripper Underflow =  17.63
 Reac Temp = 120.47  Stripper Lev =  52.05  Stripper Underflow =  17.51
 Reac Temp = 120.50  Stripper Lev =  52.80  Stripper Underflow =  18.91
 Reac Temp = 120.50  Stripper Lev =  51.24  Stripper Underflow =  15.71
 Reac Temp = 120.50  Stripper Lev =  54.31  Stripper Underflow =  21.79
 Reac Temp = 120.53  Stripper Lev =  53.96  Stripper Underflow =  21.01
 Reac Temp = 120.52  Stripper Lev =  54.12  Stripper Underflow =  21.25
 Reac Temp = 120.53  Stripper Lev =  53.73  Stripper Underflow =  20.39
 Reac Temp = 120.56  Stripper Lev =  52.71  Stripper Underflow =  18.28
 Reac Temp = 120.55  Stripper Lev =  53.02  Stripper Underflow =  18.81
 Reac Temp = 120.55  Stripper Lev =  53.59  Stripper Underflow =  19.87
 Reac Temp = 120.56  Stripper Lev =  54.35  Stripper Underflow =  21.33
 Reac Temp = 120.58  Stripper Lev =  54.25  Stripper Underflow =  21.06
 Reac Temp = 120.59  Stripper Lev =  54.22  Stripper Underflow =  20.93
 Reac Temp = 120.60  Stripper Lev =  54.21  Stripper Underflow =  20.82
 Reac Temp = 120.61  Stripper Lev =  53.13  Stripper Underflow =  18.60
 Reac Temp = 120.60  Stripper Lev =  54.94  Stripper Underflow =  22.15
 Reac Temp = 120.63  Stripper Lev =  55.58  Stripper Underflow =  23.36
 Reac Temp = 120.64  Stripper Lev =  53.97  Stripper Underflow =  20.07
 Reac Temp = 120.64  Stripper Lev =  53.06  Stripper Underflow =  18.17
 Reac Temp = 120.63  Stripper Lev =  53.78  Stripper Underflow =  19.54
 Reac Temp = 120.66  Stripper Lev =  55.08  Stripper Underflow =  22.07
 Reac Temp = 120.66  Stripper Lev =  53.89  Stripper Underflow =  19.61
 Reac Temp = 120.68  Stripper Lev =  53.14  Stripper Underflow =  18.04
 Reac Temp = 120.68  Stripper Lev =  53.78  Stripper Underflow =  19.24
 Reac Temp = 120.69  Stripper Lev =  54.74  Stripper Underflow =  21.09
 Reac Temp = 120.71  Stripper Lev =  52.96  Stripper Underflow =  17.46
 Reac Temp = 120.72  Stripper Lev =  54.38  Stripper Underflow =  20.23
 Reac Temp = 120.71  Stripper Lev =  55.94  Stripper Underflow =  23.28
 Reac Temp = 120.74  Stripper Lev =  53.57  Stripper Underflow =  18.46
 Reac Temp = 120.74  Stripper Lev =  56.20  Stripper Underflow =  23.67
 Reac Temp = 120.75  Stripper Lev =  54.79  Stripper Underflow =  20.77
 Reac Temp = 120.75  Stripper Lev =  56.25  Stripper Underflow =  23.65
 Reac Temp = 120.77  Stripper Lev =  56.54  Stripper Underflow =  24.17
 Reac Temp = 120.79  Stripper Lev =  52.59  Stripper Underflow =  16.18
 Reac Temp = 120.77  Stripper Lev =  56.33  Stripper Underflow =  23.61
 Reac Temp = 120.81  Stripper Lev =  55.71  Stripper Underflow =  22.30
 Reac Temp = 120.81  Stripper Lev =  56.66  Stripper Underflow =  24.15
 Reac Temp = 120.84  Stripper Lev =  56.12  Stripper Underflow =  23.01
 Reac Temp = 120.84  Stripper Lev =  55.03  Stripper Underflow =  20.76
 Reac Temp = 120.84  Stripper Lev =  57.32  Stripper Underflow =  25.29
 Reac Temp = 120.88  Stripper Lev =  57.93  Stripper Underflow =  26.46
 Reac Temp = 120.87  Stripper Lev =  55.80  Stripper Underflow =  22.15
 Reac Temp = 120.88  Stripper Lev =  54.87  Stripper Underflow =  20.21
 Reac Temp = 120.89  Stripper Lev =  55.07  Stripper Underflow =  20.55
 Reac Temp = 120.92  Stripper Lev =  56.34  Stripper Underflow =  23.03
 Reac Temp = 120.89  Stripper Lev =  55.63  Stripper Underflow =  21.54
 Reac Temp = 120.94  Stripper Lev =  56.86  Stripper Underflow =  23.95
 Reac Temp = 120.92  Stripper Lev =  54.98  Stripper Underflow =  20.12
 Reac Temp = 120.95  Stripper Lev =  56.92  Stripper Underflow =  23.95
 Reac Temp = 120.95  Stripper Lev =  55.62  Stripper Underflow =  21.28
 Reac Temp = 120.96  Stripper Lev =  57.01  Stripper Underflow =  24.02
 Reac Temp = 120.98  Stripper Lev =  56.04  Stripper Underflow =  22.03
 Reac Temp = 121.00  Stripper Lev =  57.65  Stripper Underflow =  25.18
 Reac Temp = 121.00  Stripper Lev =  54.76  Stripper Underflow =  19.34
 Reac Temp = 121.03  Stripper Lev =  56.32  Stripper Underflow =  22.40
 Reac Temp = 121.04  Stripper Lev =  56.26  Stripper Underflow =  22.23
 Reac Temp = 121.05  Stripper Lev =  56.53  Stripper Underflow =  22.71
 Reac Temp = 121.04  Stripper Lev =  57.06  Stripper Underflow =  23.71
 Reac Temp = 121.08  Stripper Lev =  57.79  Stripper Underflow =  25.12
 Reac Temp = 121.09  Stripper Lev =  58.64  Stripper Underflow =  26.79
 Reac Temp = 121.09  Stripper Lev =  56.58  Stripper Underflow =  22.60
 Reac Temp = 121.09  Stripper Lev =  57.51  Stripper Underflow =  24.42
 Reac Temp = 121.12  Stripper Lev =  55.40  Stripper Underflow =  20.13
 Reac Temp = 121.12  Stripper Lev =  57.17  Stripper Underflow =  23.62
 Reac Temp = 121.14  Stripper Lev =  57.76  Stripper Underflow =  24.75
 Reac Temp = 121.15  Stripper Lev =  58.11  Stripper Underflow =  25.41
 Reac Temp = 121.18  Stripper Lev =  58.16  Stripper Underflow =  25.47
 Reac Temp = 121.18  Stripper Lev =  56.85  Stripper Underflow =  22.78
 Reac Temp = 121.18  Stripper Lev =  57.10  Stripper Underflow =  23.24
 Reac Temp = 121.20  Stripper Lev =  55.87  Stripper Underflow =  20.70
